Title,Description,Company,OfferURL,SalaryFrom,SalaryTo,Currency,Technologies,AddedAt
"Senior Full-Stack Developer (Python + JavaScript)","Hi there! 

We are STX Next, a global IT consulting company specializing in customer-focused software services. Join a group of 500 professionals dedicated to helping customers build outstanding products. Leveraging the latest advancements in the field, and a passion for innovation, we're shaping the future of technology one project at a time.

Are you the NEXT one? 



Type of contract
A B2B contract for your flexibility and competitive compensation package



Location
A remote work model encouraging work-life balance.

Salary
Senior up to 20 100zł net+VATJob description
We are looking for a skilled Python developer with hands-on experience in Django. We also require basic knowledge of frontend technologies (Vue.js or React) and a willingness to learn or deepen expertise in Vue.js. The ideal candidate should have a strong understanding of web development principles and the ability to design, develop, and maintain complex web applications.Responsibilities

Design, develop, and maintain applications using Python and JavaScript technologies.
Write clean, maintainable, and efficient code.
Troubleshoot and debug applications.
Implement security and data protection measures.
Collaborate with team members to drive continuous improvement.
Stay up-to-date with new technology trends.
Design, implement, and maintain automated builds and deployments.
Share knowledge about new and relevant technologies with the development team.
Develop features (data access, business logic, and UI), fix bugs, and write unit tests.
Perform testing and create documentation as needed to support team goals.
Assist with resolving production issues.
Conduct code reviews for other team members.
Requirements
Must Have:

A minimum of 5 years of professional experience in web application development (Python 2.x and/or 3.x) using at least one of the following frameworks: Django, Flask, or FastAPI.
Experience in designing web application architectures.
Ability to lead application development from configuring the development environment to deployment in the cloud (AWS, Azure, or GCP).
Capability to provide training and support to less experienced team members.
Proven use of best practices, such as CI/CD, TDD, code reviews, design patterns, and SOLID principles.
Familiarity with current industry standards and technologies.
Strong understanding of relational databases.
Experience with Git and version control systems.
Excellent unit testing and debugging skills.
Proficiency in English and Polish (B2/C1 level).
Experience with Agile development methodologies.
A collaborative and team-oriented mindset.

 
Nice to Have:

Hands-on experience with containerized applications
Elastic
PostgreSQL
GraphQL
Redis
Kafka
Benefits




Work-life Balance

We are open to discussing individual needs. Set up working hours and limited remote work scheduled with your team and manager, in a way that works for both sides.




Reimbursed private medical care (Medicover) and Multisport

We care about the health and well-being of our colleagues. Choose a sports card and dedicated medical care for yourself and your relatives.




Leader’s support

Work with true enthusiasts and professionals who will support you along the way. You can count on leaders and experts who are willing to share their knowledge so that you too can join their ranks someday.




Technology focus

Python and JavaScript are not our only strengths, we are also very good at React Native, IoT, Machine Learning, .Net, DevOps and Blockchain.




Growth review

Junior, Regular or Senior? Every year we have a chance to discuss acquired skills and prepare a development plan for upcoming months.




Events

Attend exciting internal webinars, celebrate special days with us, and join us at conferences and meetups as a listener or speaker!




Workation

Team trips where you have a chance as a team not only to work together, but also integrate f2f.","STX Next sp. z o.o.","https://justjoin.it/job-offer/stx-next-sp-z-o-o--senior-full-stack-developer-python-javascript--poznan-python",0,0,,"Vue.js;React;Work-life Balance;Reimbursed private medical care (Medicover) and Multisport;Leader’s support;Technology focus;Growth review;Events;Workation","4d ago"
"Game Developer","As a Senior Game Developer, you’ll be at the heart of our game development process, driving projects from initial concept to final release. You’ll work alongside skilled teams across Art, Design, and Quality Assurance, ensuring a seamless production process and the creation of engaging casino games. Key responsibilities include:
Leading end-to-end development of game projects.
Collaborating with multidisciplinary teams to design, implement, and refine game features.
Improving our in-house tools and framework to enhance production efficiency.
Requirements:
At least 4 years of experience with JavaScript or TypeScript.
Background in game development, ideally within the iGaming industry.
Proficiency in Pixi.js or similar JavaScript/TypeScript 2D engines.
Experience with skeletal animation libraries like Spine.
Expertise in writing clean, organized, and scalable code.
Skilled in Git for version control and fluent English communication.
Additional Assets:
Experience with tools like GreenSock (gsap), Howler.js, or animation software such as Spine.
Familiarity with frontend libraries (React, Vue.js).
Knowledge of CI tools like GitHub Actions.
Understanding of Node.js development.","Link Group","https://justjoin.it/job-offer/link-group-game-developer-krakow-game",0,0,,"JavaScript;game","New"
"ServiceNow Developer","We are seeking a skilled Mid-Level ServiceNow Developer to join our dynamic IT team.The ideal candidate brings a robust knowledge of JavaScript, web technologies, and platform security, with a strong commitment to developing high-quality ServiceNow applications. As a key contributor, you'll be part of a collaborative, agile Scrum team, focused on delivering outstanding solutions and continuously enhancing your technical skills within the ServiceNow ecosystem.Responsibilities
Ensure ServiceNow applications are developed and configured adhering to security best practices
Collaborate with senior developers and stakeholders to design and implement solutions that align with business requirements
Optimize and maintain existing ServiceNow solutions
Engage actively in daily stand-ups, sprint planning, and other Scrum activities
Elevate your technical proficiency through continuous learning of the ServiceNow platform’s features and capabilities
Requirements
Must have 3-5 years of experience in ServiceNow development
Proficiency in JavaScript, HTML, CSS
Basic understanding of platform security measures against common vulnerabilities
Strong interpersonal communication skills and proven ability to work collaboratively
Experience in agile methodology, with flexibility to adapt and a keen interest in continuous learning
Nice to haveFamiliarity with ServiceNow Security Incident ResponseWe offer
We gather like-minded people:
Engineering community of industry professionals
Friendly team and enjoyable working environment
Flexible schedule and opportunity to work remotely within Poland
Chance to work abroad for up to 60 days annually
Relocation within our 50+ offices
We provide growth opportunities:
Outstanding career roadmap
Leadership development, career advising, soft skills, and well-being programs
Certification (GCP, Azure, AWS)
Unlimited access to LinkedIn Learning, Get Abstract, O’Reilly, Cloud Guru
Language classes in English and Polish for foreigners
We cover it all:
Stable income (Employment Contract or B2B)
Participation in the Employee Stock Purchase Plan
Benefits package (health insurance, multisport, shopping vouchers)
Strategically located offices featuring entertainment and relaxation zones, table tennis and football, free snacks, fantastic coffee, and more
Referral bonuses
Corporate, social and well-being events
Please, note:
The set of bonuses might vary based on the role you apply for – specifics will be discussed with our recruiter during the general interview
We will reach out to selected candidates exclusively
EPAM is a leading global provider of digital platform engineering and development services. We are committed to having a positive impact on our customers, our employees, and our communities. We embrace a dynamic and inclusive culture. Here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. No matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential.","EPAM Systems","https://justjoin.it/job-offer/epam-systems-servicenow-developer-krakow-other",0,0,,"ServiceNow;JavaScript;CSS;HTML","New"
"React Developer (Junior or Regular)","Welcome to Kalamba Games!Join us as a React Developer (JavaScript) and work closely with our team of front-end and back-end developers, game artists, math designers, testers and product managers.Our team has a diverse range of backgrounds and is gathered from multiple top firms such as: Cisco, Oracle, Electrolux, WilliamHill, Bettson, Bet365, Heineken and many more.We aim for our stack to be the best-performing in the industry across the key pillars of Game Development, Remote Games Server Platform, QA and Art.Front End stack: HTML5, JavaScript, React, Webpack, Redux, webGL, Babel, PixiJSResponsibilities:
Creating Front-End for games using high-quality code in JavaScript/HTML5
Adding new and improving existing features in our portfolio
Ensuring proper functionality and performance of our games
Working with development team to create project delivery schedules
Work individually as well as collaborate with the team to design, develop and test high quality games
Help writing automated tests
 Required Qualifications:
2+ years of professional experience using JavaScript
Experience with React (2+ year) is a must
Familiarity with React workflows like Redux
Ability to use Version Control Systems (GIT)
Strong ability to write clean code and reusable components
Nice to have
GitHub profile to see some contributions
PixiJs
Test engines
Basic understanding of Canvas API and WebGL
Familiarity with Babel/Webpack
React-PixiJS bridge
Good English – both written and spoken
Experience in games or casino games industry
Good communication-and problem-solving skills
Strong teamwork spirit
As a Kalambian working out of our Krakow Studio you will get the following benefits:
Contract of Employment or B2B
26 days of vacation regardless of the seniority
For each year at Kalamba Games you will get 1 additional paid time off to your vacation pool
Private healthcare
Subsidized Sport Card / MultiSport
Flexible working hours and remote work options
Game room and fully equipped kitchen with snacks and more ;)
Kraków / hybrid work
At Kalamba, we know that small things can make a big difference. We want to make sure that every Kalambian has a sense of wellbeing and feels supported so that both work time and leisure time is all quality time.We aim to be the greatest in what we build and what we do - every day. Whether we’re being agile by meeting changing needs with our games, disruptive by developing some of the industry’s first AI tools or having fun enjoying a partner event, we always want it to be the best that it can be, and for you to always have the opportunity to shine.Kalambians thrive in a work culture that includes accountability, a commitment to career development, flexibility and – perhaps most importantly - time to have fun.If that sounds like you, then let’s get the ball rolling for you to come and help us build the future of gaming!","Kalamba Games Sp. z o.o.","https://justjoin.it/job-offer/kalamba-games-sp-z-o-o--react-developer-junior-or-regular--krakow-javascript-6691bfff",8000,12000,PLN,"Babel;PixiJS;Redux;React;JavaScript;WebGL;Webpack","18d ago"
"Senior Node.js Developer","We are looking for a Senior Node.js Developer to be a part of the DEVTALENTS team and contribute to the development of truly amazing solutions for businesses all over the world.Joining DEVTALENTS can be a life-changing decision for you, with endless benefits along the way. We provide top projects for which recruitment is not possible externally because of our wide range of partners. We value open and transparent communication, leveraging tools like Slack and generative AI to enhance collaboration and efficiency. We support continuous growth, encouraging you to step beyond your comfort zone and develop technically and personally. We are looking for an experienced Senior Node.js Developer to join our team and provide technical leadership and mentorship.Your responsibilities
Build microservice-based Node.js (JavaScript/TypeScript) applications focusing on performance and reliability.
Leverage AWS (Lambda, DynamoDB, S3) for efficient deployments and cost optimization.
Maintain NoSQL (MongoDB/Firebase) and SQL databases with high-performance queries.
Automate testing, workflows, and deployments for timely releases.
Write clean, testable code using frameworks like Jest or Mocha; tackle performance bottlenecks proactively.
Contribute to event-driven, scalable designs and best practices.
Securely connect external APIs (payment, social) to ensure seamless, scalable services.
Work closely with cross-functional teams, communicating effectively in English.
Our requirements
Proficiency in JavaScript/TypeScript for backend development.
Extensive hands-on Node.js experience. Familiarity with Express or NestJS is a plus.
Comfortable with package managers (npm or yarn) and build tools (Webpack, Babel).
Proven experience with NoSQL databases (MongoDB, Firebase) and handling SQL databases in Node.js applications.
Strong knowledge of AWS services (Lambda, DynamoDB, S3, etc.) and serverless architecture. GCP or Azure familiarity is a bonus.
Skilled at implementing automated workflows, testing, and deployment processes for production systems.
Solid experience in writing testable, maintainable code using tools like Jest or Mocha. Adept at identifying and fixing performance issues.
Understanding of deployment methodologies such as continuous delivery, along with best practices for smooth production rollouts.
Experience containerizing Node.js applications, optimizing development and deployment lifecycles.
Ability to design scalable, maintainable systems, participate in architecture discussions, and implement event-driven approaches where needed.
Strong English proficiency (spoken and written) to coordinate effectively across diverse, cross-functional teams.
A degree in Computer Science, Information Technology, or a related field is preferred.
Who You Are
A detail-oriented, solution-driven engineer with a passion for building efficient, scalable backend systems.
Eager to contribute ideas, debate architectural choices, and own the end-to-end development lifecycle.
Comfortable operating in a fast-paced, agile environment where accountability and collaboration are paramount.
Excited to learn and share knowledge with team members, fostering a supportive and innovative culture.","DEVTALENTS Sp. z o.o.","https://justjoin.it/job-offer/devtalents-sp-z-o-o--senior-node-js-developer-warszawa-javascript",25000,32000,PLN,"JavaScript;TypeScript;Node.js;AWS;NoSQL;Express.js;Nest.js","New"
"Senior Fullstack Developer (Typescript, React, Javascript)","As a fullstack developer in the Copilot team, you are largely responsible for the development of a brand new frontend application in the field of “real-time communication”. You will develop user interfaces in React, which react in real time to events on our communication platform. Furthermore, you will work on the conception and development of the required backend infrastructure such as server-side state for React, websockets for real-time communication, connection and use of a Kafka message broker as well as interfaces to the existing PHP8 backend.The following tasks await you, among others:- Planning/analysis of development requirements, conception of technical solutions.- Development and further development as well as testing of frontend apps (React).- Conception and development of a server-side state solution (React).- Development and further development of frontend SDKs (TypeScript).- Working with CI/CD pipelines (Docker+Gitlab).- Development and maintenance of backend infrastructure (Websockets, Kafka, Docker, Traefik, HAProxy, etc.).- Analysis, troubleshooting and support for frontend and backend applications.Your profile:- You have at least 5 years of practical work experience as a fullstack developer in an agile working environment.- Excellent knowledge of frontend development, React and Typescript.- Excellent knowledge of working with JSON data structures and REST interfaces.- Sound knowledge of Linux administration (Apache, MySQL, BASH script, Docker, etc.)- Sound knowledge of CI/CD pipelines (Gitlab+Docker)- You value collaboration and knowledge transfer- Good language skills in German and EnglishNICE-TO-HAVE:- Development and further development of backend applications (PHP8, MySQL8).- Knowledge of backend development with PHP8 and MySQL8- HTML5/Bootstrap/jQuery knowledge- MaterialUI (React) knowledgeThis is what you can expect as a part of VIER:
We offer continuous further development/training - tailored to your needs!
Flexible working hours contribute to your work-life balance.
We work in a hybrid working model (Wednesdays and Thursdays are office days).
We have a team coordinator onsite in Poland.
Sounds like a great match? Then apply to us! We look forward to receiving your application.We would like to see you at the office in Poznań!","VIER","https://justjoin.it/job-offer/vier-senior-fullstack-developer-poznan-javascript",0,0,,"TypeScript;React;JavaScript;CI/CD;Docker;Kafka;NodeJS;MaterialUI;DevOps","New"
"Frontend Developer","Forma współpracy: kontrakt B2BTryb: zdalnie + raz w miesiącu spotkanie zespołu w Warszawie; gotowość na wdrożenie w sobotę raz na dwa miesiące.Poszukujemy osoby na stanowisko Frontend Developer, która posiada min. 4 lata komercyjnego doświadczenia.Wiodące technologie i rozwiązania: Angular, JavaScript, HTML5, CSS, SQL, PostgreSQL, GIT, REST i SOAPProjekt dotyczy rozwoju funkcjonalności aplikacji, które stanowią pakiet dodatkowych świadczeń, dołączany do różnych rodzajów produktów ubezpieczeniowych.W naszej firmie będziesz mógł/mogła liczyć na:
Pracę w organizacji z ugruntowaną pozycją rynkową
Projekty, w których będziesz miał/miała wpływ na ich rozwój
Współpracę z ciekawymi klientami biznesowymi z różnych branż (m.in.: finanse, bankowość, ubezpieczenia, healthcare, robotyzacja, energetyka, media),
Permanentny mentoring zarówno techniczny jak i biznesowo-menedżerski, np. podczas naszych cyklicznych szkoleń (m.in. Git, Gitflow, Angular, Docker), czy wew. programów rozwojowych (Primaris x TechTalks, Primaris Leadership Academy) oraz zewnętrznych kursów.
Już na etapie on-boardingu zapewniamy dostęp do naszych wewnętrznych szkoleń, cyklicznych spotkań, które serializujemy na Confluence oraz platformy e-learning
Świetną atmosferę pracy, wśród zaangażowanych ludzi z pasją w płaskiej strukturze z prostymi procesami
Kompleksowy pakiet benefitów skrojonych na miarę - prywatna opieka medyczna dla Ciebie oraz dla Twojej rodziny, Multisport dla Ciebie i os. towarzyszącej - Ty decydujesz, co wybierasz!
 Cały proces rekrutacyjny oraz onboarding prowadzony jest zdalnie.Proces rekrutacyjny składa się z:
rozmowy telefonicznej z osobą z działu Rekrutacji & HR (do 30 min)
zdalnej video rozmowy o charakterze techniczno-biznesowym (60-90 min)
zdalnego video spotkania z Product Ownerem projektu
finalnej decyzji dotyczącej oferty
 Primaris Services to ponad 250 ekspertów na pokładzie i 14 lat doświadczenia w branży IT na rynku polskim oraz zagranicznym.Realizujemy ambitne projekty o wysokiej złożoności z różnych obszarów - m.in.bankowości, ubezpieczeń, funduszy inwestycyjnych czy branży logistycznej (mamy ponad 40 aktywnych klientów!). Rośniemy w siłę oraz ciągle poszerzamy portfolio zarówno naszych usług jak i klientów.Zakres naszej działalności obejmuje budowę systemów od zera, ich rozwój oraz utrzymanie, wdrożenia produktowe, alokacje całych Zespołów, a także pojedynczych Ekspertów w strukturach Klienta.Ponadto od kilku lat działamy bardzo intensywnie jako złoty Partner firmy UiPath (obszar Robotic Process Automation) budując roboty i sprzedając licencje u naszych Klientów.Co miesiąc dołącza do nas 7 nowych osób! Wierzymy, że zgrany zespół i ludzie z pasją to klucz do naszego wspólnego sukcesu! Właśnie dlatego ciągle poszukujemy nowych, zdolnych osób, które zasilą nasze szeregi.","Primaris","https://justjoin.it/job-offer/primaris-frontend-developer-warszawa-javascript",15120,16800,PLN,"Angular;JavaScript;HTML5;CSS;SQL","New"
"WordPress Developer","Xfive is looking for a talented WordPress Developer to join our crew.On-site, Remote, HybridKrakow, Małopolskie, Poland$25 - $35Job Summary We’re looking for a mid/senior-level WordPress Developer who’s ready to go beyond just writing code. In this role, you’ll have a chance to collaborate directly with clients, offer solutions, conduct audits, and improve website performance. This is a vibrant role for someone who enjoys coding, problem-solving, and building strong client relationships.  What do we offer We’re all about building a team where you can thrive and do your best work. Here’s what you’ll love about working with us:

Freelance opportunity: Enjoy the freedom of working on a freelance contract; earn between 25 and 35 USD per hour, depending on your experience and expertise.

Room to grow: We’ll support you in learning new skills, and advancing in your career.

Make an impact: Your ideas and work will directly influence the company’s direction and help drive meaningful change.

Diverse projects: Tackle interesting work from startups, agencies, and companies in the US, UK, and Australia.

Work your way: You can choose to work from the comfort of your home, favorite coffee shop or our Cracow office (with a nice parking space).

Set your schedule: Work hours that suit you best, as long as there’s some overlap with the team and client. 

Transparency: We’re open and honest about the company’s decisions, direction, and overall condition, so you’ll always know where things stand.

We’ve got your back: Our team is always there to help each other out. Whether it’s solving a tricky problem or brainstorming ideas, you’ll never feel stuck and left alone.

Great vibes: Work with open-minded, fun, and collaborative people who know how to keep things light.

Stay connected: Enjoy social events that bring everyone together- both online and in-person.
Job requirements
Ability to deliver projects on time and at a high-quality level.

At least 5 years of hands-on experience as a WordPress Developer. 
Good verbal and written communication skills in English (at least B2 level) and ability to communicate directly with clients during online meetings.
Availability for at least 20 hours per week to contribute to our projects.
Strong programming skills and understanding of general principles (DRY, abstraction, KISS, code refactoring, optimization, security, best practices, etc.).
Expert knowledge of WordPress and Codex.
Ability to write WordPress themes and plugins from scratch.
Very good knowledge of WordPress customization.
Experience with ReactJs / NextJs and Headless WordPress is a plus.
Very good knowledge of the Advanced Custom Fields plugin.
Good knowledge of WooCommerce. 
Ability to create custom Gutenberg blocks
Experience with WordPress Full Site Editing is a plus
Writing efficient and reusable code.
Perfect knowledge of PHP and OOP principles.
Experience with PHP Frameworks like Symfony or Laravel is a plus
Excellent knowledge of JavaScript (incl. ES6+).
Perfect knowledge of modern front-end development: HTML5, CSS3, Responsive Web Design, Performance Optimization, Accessibility.
Good knowledge of CSS preprocessors: SCSS is preferred.
Experience with libraries and frameworks like Bootstrap or Tailwind is a plus.
Experience with CSS / Javascript animations is a plus
Good knowledge of Git version control system and deployment workflows.
Ability to work with the command line.
Pixel precision and a basic aesthetic sense.
Ability to debug complex issues and suggest/implement solutions.","Xfive","https://justjoin.it/job-offer/xfive-wordpress-developer-wroclaw-php",0,0,,"WordPress;PHP;HTML;React;JavaScript;Git","New"
"Full Stack Developer","We are seeking a highly skilled Full Stack Developer to join our dynamic team and contribute to the development of innovative software solutions. The ideal candidate will have a strong foundation in both frontend and backend development, with a solid understanding of various programming languages and frameworks. This role will involve working with a wide range of technologies, including JavaScript, Java, Node.js, React.js, SQL, Spring, Angular, AWS, Django, Python, and Azure.Responsibilities:
Design, develop, and maintain high-quality full stack applications, adhering to best practices and coding standards.
Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions.
Develop and maintain frontend interfaces using modern JavaScript frameworks like React.js or Angular.
Develop and maintain backend services using Node.js, Java, or Python.
Work with SQL databases to design, create, and optimize data structures.
Leverage cloud platforms like AWS or Azure for deployment and management of applications.
Contribute to the development and maintenance of RESTful APIs.
Participate in Agile development methodologies, such as Scrum or Kanban.
Troubleshoot and resolve technical issues efficiently.
Stay up-to-date with the latest web development technologies and industry trends.
Required Skills:
Strong proficiency in JavaScript and at least one backend programming language (e.g. Java, Node.js, Python).
Experience with frontend frameworks like React.js or Angular.
Experience with backend frameworks like Node.js, Spring, or Django.
Proficiency in SQL and experience working with relational databases.
Familiarity with cloud platforms like AWS or Azure.
Knowledge of RESTful API design and development.
Experience with Agile development methodologies.
Excellent problem-solving and analytical skills.
Benefits:
Competitive day rate.
Long-term contract opportunity.
Opportunity to work on challenging and innovative projects.
Collaborative and supportive work environment.
Professional development opportunities.
If you are a talented Full Stack Developer with a passion for creating exceptional software, we encourage you to apply.","Kevin Edward","https://justjoin.it/job-offer/kevin-edward-full-stack-developer-bruksela-javascript-c3c1683a",31633,40069,PLN,"Node.js;React;Java;JavaScript;Spring;Angular;Django;Azure;Python;AWS","New"
"Senior NodeJS Developer (NestJS)","❗❕ ! OFFICE WORK ONLY - RZESZÓW ! ❗❕ Hello candidates! We are a software house based in Rzeszow, and our clients are startups from around the world, mainly from western Europe, USA, and Asia. We're focusing entirely on JavaScript and creating mobile and web apps using ReactJS, React Native, TypeScript, NodeJS, and SQL/NoSQL databases. Our code style and quality were appreciated and featured by startups from Kobe, Singapore, and New York. You will be working with a team of backend developers to deliver scalable solutions. In addition, each pull request goes through a detailed code review, and we're conducting in-house training to develop your skills. We're not working with legacy codebases, and each project is set up with continuous integration, automatization, and cloud solution like AWS. We have skilled developers and mentors who can boost your knowledge and career!Technical requirements:
JavaScript
TypeScript
NodeJS
NestJS
GraphQL
MongoDB
MySQL
MSSQL
Nice to have:
Docker
Kubernetes
ArgoCD
GitHub Actions
Responsibilities:
Developing new functionalities with TypeScript and NestJS
Participating in daily standups, estimations, and contacting the client
Writing unit tests and performing code reviews for other team members
Proposing architecture for the new projects
Benefits:
Multisport
International projects
Training budget
Flat structure
Mentoring program
English lessons","Codemask","https://justjoin.it/job-offer/codemask-senior-nodejs-developer-nestjs",18000,29000,PLN,"Node.js;JavaScript;Nest.js;TypeScript","New"
